Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1871120,6-Dec-20,Florida,West Palm Beach,2513 Beach Ct,1,0,N/A
1871765,6-Dec-20,Virginia,Petersburg,21000 block of Orange Hill Ave,1,0,N/A
1887873,6-Dec-20,Mississippi,Yazoo City,Strickland Rd,1,0,N/A
1873782,6-Dec-20,Indiana,Jeffersonville,Seminole Dr,1,0,N/A
1870260,5-Dec-20,Pennsylvania,Mc Kees Rocks (Mckees Rocks),1107 Island Ave,1,1,N/A
1869917,4-Dec-20,California,Bell Gardens,6600 block of Foster Bridge Blvd,1,0,N/A
1870009,4-Dec-20,California,Long Beach,Magnolia Ave and Anaheim St,1,1,N/A
1869968,4-Dec-20,Alabama,Jackson,2455 College Ave,1,0,N/A
1869439,4-Dec-20,Georgia,Lithonia,1800 block of Madras Ct,1,0,N/A
1873773,4-Dec-20,Mississippi,Waynesboro,N/A,1,0,N/A
1873821,2-Dec-20,Ohio,Delaware,2000 block of Pollock Rd,1,0,N/A
1868677,2-Dec-20,North Carolina,Wilmington,708 Varsity Dr,1,0,N/A
1868782,2-Dec-20,Texas,Houston,15100 block of Richmond Ave,1,0,N/A
1868020,2-Dec-20,Ohio,Reynoldsburg,7325 Brooke Blvd,1,0,N/A
1867011,1-Dec-20,Pennsylvania,Cambridge Springs,24800 Mackey Hill Rd,1,0,N/A
1866539,30-Nov-20,Missouri,Saint Louis (Olivette),I-170 and Olive Blvd,1,0,N/A
1897353,29-Nov-20,Nevada,Las Vegas,6253 Mythic Atlantis Ave,1,0,N/A
1864562,28-Nov-20,Oklahoma,Oklahoma City,1101 NW 10th St,1,0,N/A
1866176,28-Nov-20,Montana,Corvallis,Hamilton Heights Rd,1,0,N/A
1867234,28-Nov-20,Wisconsin,Sheboygan,4500 block of S 18th St,1,0,N/A
1864491,28-Nov-20,Maryland,Oxon Hill,531 Wilson Bridge Dr,1,0,N/A
1866891,26-Nov-20,Texas,Lufkin,N/A,1,0,N/A
1864068,26-Nov-20,Michigan,Ypsilanti,2960 International Dr,2,0,N/A
1861606,25-Nov-20,Tennessee,Powell,7801 Camberley Dr,1,0,N/A
1867458,25-Nov-20,Georgia,Washington,100 block of Riverside Dr,1,0,N/A
1866327,25-Nov-20,Minnesota,Puposky,29000 block of Irvine Ave,1,0,N/A
1861379,24-Nov-20,Texas,Forney,2100 block of Juniper Dr,1,1,N/A
1860299,23-Nov-20,Arizona,Phoenix,83rd Ave and W Indian School Rd,1,0,N/A
1861270,23-Nov-20,Arkansas,Hartford,Cedar Creek Rd,1,1,N/A
1862872,23-Nov-20,Wyoming,Riverton,Tundra Dr,1,0,N/A
1860127,22-Nov-20,Wisconsin,Washington Island,N/A,1,0,N/A
1857634,21-Nov-20,Mississippi,Gulfport,Henderson Ave and 3rd St,1,0,N/A
1857576,21-Nov-20,Indiana,Indianapolis,10 S West St,1,0,N/A
1857658,21-Nov-20,Florida,Daytona Beach,816 Dr Mary McLeod Bethune Blvd,1,0,N/A
1901799,20-Nov-20,Pennsylvania,Norristown,502 W Lafayette St,1,0,N/A
1997672,20-Nov-20,Michigan,Barry (county),N/A,1,0,N/A
1860314,20-Nov-20,Mississippi,El Dorado,E Barnes St,1,0,N/A
1857382,19-Nov-20,New York,Rochester,36 Clairmount St,1,0,N/A
1855978,18-Nov-20,Texas,Texarkana,600 block of Warren Thomas Rd,1,0,N/A
1855833,18-Nov-20,Nevada,Elko,N/A,1,0,N/A
1854625,17-Nov-20,Oklahoma,Luther,18900 block of NE 178th St,1,0,N/A
1853472,16-Nov-20,New York,Staten Island,225 Park Hill Ave,1,0,N/A
1852533,15-Nov-20,Florida,Saint Petersburg,16th St S,1,1,N/A
1851904,14-Nov-20,South Carolina,North Charleston,2155 Morris Baker Blvd,1,0,N/A
1854447,14-Nov-20,Michigan,Manton,N 27 Rd,1,0,N/A
1852997,14-Nov-20,Texas,Arlington,6300 block of Brownlee Dr,1,0,N/A
1852963,13-Nov-20,Minnesota,Saint Cloud,800 block of 10th Ave N,1,0,N/A
1851421,13-Nov-20,Texas,San Antonio,1100 Callaghan Rd,1,0,N/A
1851320,11-Nov-20,Nebraska,Lincoln,700 block of Lakeside Dr,1,0,N/A
1851996,11-Nov-20,Mississippi,Aberdeen,307 Hardy St,1,0,N/A
1850685,11-Nov-20,North Carolina,Candor,N/A,1,0,N/A
1849722,10-Nov-20,Virginia,Springfield,6868 Springfield Blvd,1,0,N/A
1848173,9-Nov-20,Missouri,Blue Springs,814 N Hwy 7,1,0,N/A
1849742,9-Nov-20,Colorado,Grand (county),N/A,1,0,N/A
1846835,8-Nov-20,California,Pasadena,1750 N Altadena Dr,1,0,N/A
1846012,7-Nov-20,New York,Penfield,1570 Penfield Rd,1,0,N/A
1846163,6-Nov-20,Utah,Midvale,7020 S 700 W,1,1,N/A
1845659,6-Nov-20,South Carolina,Columbia (Fort Jackson),N/A,1,0,N/A
1845637,6-Nov-20,Georgia,Atlanta,2485 Gresham Rd,1,0,N/A
1845477,6-Nov-20,Louisiana,New Orleans,8622 Belfast St,2,2,N/A
1846147,6-Nov-20,Kansas,Ashland,300 block of Highland Ave,1,0,N/A
1844038,4-Nov-20,Florida,Port Salerno,SE Bollard Ave,1,0,N/A
1844709,4-Nov-20,Oklahoma,Tulsa,700 block of N Sheridan Rd,1,0,N/A
1844027,4-Nov-20,Florida,Fort Lauderdale (Dania Beach),3325 Griffin Rd,1,0,N/A
1842790,3-Nov-20,Virginia,Petersburg,3700 block of Totty St,1,0,N/A
1842777,3-Nov-20,Michigan,Jackson,1300 block of E North St,1,0,N/A
1842070,2-Nov-20,New York,New York (Manhattan),2937 Frederick Douglas Blvd,1,0,N/A
1842725,2-Nov-20,Florida,Palm Beach Gardens,4500 Block of Artesa Way S,1,0,N/A
1838938,30-Oct-20,Texas,Corpus Christi,5400 block of S Alameda St,1,0,N/A
1838373,30-Oct-20,North Carolina,Concord,1080 Ramsgate Dr SW,1,0,N/A
1839242,30-Oct-20,Michigan,Detroit,15800 block of Kentucky Ave,1,0,N/A
1838884,29-Oct-20,Florida,Palm Beach Gardens (Riviera Beach),3700 N Ocean Dr,1,0,N/A
1837937,28-Oct-20,Georgia,Atlanta (Sandy Springs),5500 block of Roswell Rd,1,0,N/A
1837582,28-Oct-20,Kansas,Kansas City,1700 block of Short Ave,1,0,N/A
1840610,25-Oct-20,Texas,Fort Worth,8000 block of N Beach St,1,0,N/A
1835068,25-Oct-20,Nebraska,Valparaiso,NW 98th St and W Davey Rd,1,0,N/A
1834122,25-Oct-20,Kentucky,Louisville,2000 block of W Main St,1,0,N/A
1835483,25-Oct-20,Texas,Fort Worth,Western Center Blvd,1,0,N/A
1834097,24-Oct-20,Texas,Porter,23000 block of Owens Rd,1,0,N/A
1834445,24-Oct-20,Kentucky,Owensboro,2200 block of E 19th St,1,0,N/A
1889292,24-Oct-20,Michigan,Burton,1400 block of Packard Ave,1,0,N/A
1834041,24-Oct-20,Pennsylvania,Perkasie,3900 block of Old Ridge Rd,1,0,N/A
1833659,24-Oct-20,Nevada,North Las Vegas,3300 block of Park Town St,1,0,N/A
1833668,24-Oct-20,New York,Brooklyn,51 Eldert St,1,0,N/A
1833374,23-Oct-20,Texas,Dallas,3015 E Ledbetter Dr,1,1,N/A
1832062,22-Oct-20,Indiana,East Chicago,4522 Magoun Ave,1,0,N/A
1831662,22-Oct-20,California,Merced,26th St and Hawthorne Ave,1,0,N/A
1841970,22-Oct-20,Florida,Hialeah,N/A,1,0,N/A
1830752,21-Oct-20,Kentucky,Lexington,509 W Fifth St,1,0,N/A
1829032,19-Oct-20,Pennsylvania,Chester,9th St and Central Ave,1,0,N/A
1828109,19-Oct-20,Georgia,Atlanta,12 Atlanta Ave SW,1,0,N/A
1828457,18-Oct-20,Kentucky,Hopkinsville,McKinney Road,1,0,N/A
1829098,18-Oct-20,Florida,Saint Petersburg (Gulfport),5632 25th Ave S,1,0,N/A
1827753,18-Oct-20,New York,Brooklyn,Fourth Ave and Pacific St,1,0,N/A
1827783,17-Oct-20,Florida,Lake Worth,S F St and 6th Ave S,1,0,N/A
1825036,15-Oct-20,Illinois,Rockford,800 block of N Court St,1,0,N/A
1825466,15-Oct-20,Illinois,Dolton,14975 Lincoln Ave,2,0,N/A
1825866,15-Oct-20,South Carolina,York,Perla Rd,1,0,N/A
1824881,14-Oct-20,Virginia,Bedford,2800 block of Wheats Valley Rd,1,0,N/A
1899748,14-Oct-20,Texas,Dallas,9800 block of Pinyon Tree Rd,1,0,N/A
1824813,14-Oct-20,Tennessee,Memphis,4305 Harvest Hill Rd,1,0,N/A
1824291,14-Oct-20,Ohio,Republic,5508 N TR 175,1,0,N/A
1822677,12-Oct-20,Michigan,Detroit,11000 block of Longview St,1,0,N/A
1823424,12-Oct-20,Louisiana,Shreveport,4200 block of Greenbriar Dr,1,0,N/A
1826295,11-Oct-20,Louisiana,Baton Rouge,10300 block of Airline Hwy,1,0,N/A
1825245,11-Oct-20,Georgia,Kennesaw,3700 block of Towne Crossing,1,0,N/A
1820165,10-Oct-20,Louisiana,Baton Rouge,5200 block of Jackson Ave,1,0,N/A
1819501,10-Oct-20,California,Northridge,17500 block of Strathern St,1,0,N/A
1820119,9-Oct-20,California,Hemet,N/A,1,0,N/A
1819464,9-Oct-20,Oregon,Beaverton (Aloha),7100 block of SW Millennium Ter,1,0,N/A
1816607,7-Oct-20,Illinois,Harvey,S Halsted St and E 147th St,1,0,N/A
1817371,7-Oct-20,Illinois,Chicago,1500 block of N Lorel Ave,1,0,N/A
1816975,6-Oct-20,Texas,Laredo,2000 block of US-83,1,0,N/A
1822962,5-Oct-20,Georgia,Savannah,E 39th St and Ash St,1,0,N/A
1813520,2-Oct-20,Texas,Corpus Christi,1900 block of Horne Rd,1,0,N/A
1811676,1-Oct-20,Louisiana,Geismar,36471 LA-74,1,0,N/A
1810626,30-Sep-20,New York,Corona (Queens),91-16 34th Ave,1,0,N/A
1811358,30-Sep-20,Oklahoma,Oklahoma City,1312 N Midwest Blvd,1,0,N/A
1806677,27-Sep-20,North Carolina,Hickory,98 3rd Ave SE,1,1,N/A
1807948,27-Sep-20,Georgia,Dublin,200 Riverview Park Dr,1,0,N/A
1807157,26-Sep-20,Texas,Kerrville,1300 block of North St,1,0,N/A
1808464,26-Sep-20,Arizona,Red Rock,N/A,1,0,N/A
1808927,26-Sep-20,Indiana,Lawrenceburg (Greendale),515 E Eads Pkwy,1,0,N/A
1808002,26-Sep-20,South Carolina,Newberry,2300 block of Holloway St,1,0,N/A
1805319,25-Sep-20,Arizona,Phoenix,17030 N 49th St,1,0,N/A
1804725,23-Sep-20,North Carolina,Lincolnton,340 Highland Dr,1,0,N/A
1802901,22-Sep-20,Illinois,Chicago,101 N Western Ave,1,1,N/A
1802927,21-Sep-20,Florida,Mary Esther,1650 US-98,1,0,N/A
1801318,20-Sep-20,Michigan,Battle Creek,10 block of Arlington Dr,1,0,N/A
1800791,20-Sep-20,Louisiana,Westwego (Avondale),Elaine Dr,1,0,N/A
1800710,19-Sep-20,Pennsylvania,New Cumberland,200 block of Ross Ave,1,0,N/A
1802286,19-Sep-20,Arizona,Tucson,300 block of W Valencia Rd,1,0,N/A
1799548,18-Sep-20,Ohio,Cincinnati,1100 block of Hempstead Dr,1,0,N/A
1799465,18-Sep-20,Louisiana,Baton Rouge,849 North 7th St,1,0,N/A
1796958,16-Sep-20,Texas,San Antonio,4819 Pecan Valley Dr,1,1,N/A
1797170,16-Sep-20,North Carolina,Fayetteville,600 block of Mosswood Ln,1,0,N/A
1796458,15-Sep-20,Tennessee,Clarksville,25 Lincoln Dr,1,0,N/A
1794843,14-Sep-20,Michigan,Oak Park,1000 block of Saratoga St,1,0,N/A
1795792,14-Sep-20,Ohio,Canton,500 block of 19th St NW,1,0,N/A
1794861,13-Sep-20,Michigan,Algonac (Clay Township),6300 block of Benoit Rd,1,1,N/A
1794400,13-Sep-20,North Carolina,Thomasville,Buie Bodenheimer Rd and Noahtown Rd,1,0,N/A
1795177,13-Sep-20,Illinois,Gurnee,600 block of Creekside Cir,1,0,N/A
1792771,12-Sep-20,Texas,Houston,1333 Crosstimbers St,1,0,N/A
1797207,11-Sep-20,North Carolina,Rocky Mount,700 block of Hammond St,1,0,N/A
1855063,10-Sep-20,Missouri,Saint Louis,12188 Bellefontaine Rd,1,1,N/A
1791738,10-Sep-20,Florida,Miami,7900 NW 27th Ave,1,0,N/A
1790483,9-Sep-20,North Carolina,Charlotte,6000 block of Elgywood Lane,1,0,N/A
1789439,8-Sep-20,Kansas,Wichita,700 block of S Sycamore St,1,0,N/A
1788432,7-Sep-20,Florida,Panama City Beach,Thomas Dr,1,0,N/A
1787827,7-Sep-20,Illinois,Chicago,W 47th St and S Union Ave,1,2,N/A
1786049,5-Sep-20,Virginia,Emporia,200 block of Briggs St,1,0,N/A
1791391,5-Sep-20,California,Rancho Cucamonga,9049 E 9th St,1,1,N/A
1785726,5-Sep-20,Florida,Jacksonville,7800 block of Renault Dr,1,1,N/A
1792705,4-Sep-20,Illinois,Maywood,Saint Charles Rd and S 19th Ave,1,0,N/A
1789848,3-Sep-20,Georgia,Tifton,Mosely Ave,1,0,N/A
1784683,3-Sep-20,North Carolina,Lexington (Yadkin),Brookstone Cir,1,0,N/A
1783566,2-Sep-20,Oklahoma,Fairland,60403 E Hwy 60,1,0,N/A
1783692,2-Sep-20,Ohio,Cincinnati,1700 block of Baltimore Ave,1,0,N/A
1782611,2-Sep-20,Texas,San Antonio,5100 block of Village Crest,1,0,N/A
1781500,31-Aug-20,Florida,Lady Lake,5445 Singletary Rd,1,0,N/A
1782608,30-Aug-20,Michigan,Detroit,Rosemary St,1,0,N/A
1779307,29-Aug-20,Indiana,South Bend,800 block of E Donald St,1,0,N/A
1783193,29-Aug-20,South Carolina,Saint Helena Island,Shiney Rd,1,0,N/A
1785041,29-Aug-20,Arizona,Winslow,Territorial Rd,1,0,N/A
1778571,29-Aug-20,Illinois,Rock Island,1800 2nd Ave,1,5,N/A
1779064,29-Aug-20,Virginia,Virginia Beach,1600 Chase Arbor Common,1,0,N/A
1778536,28-Aug-20,Indiana,Evansville,3900 block of Vista Dr,1,0,N/A
1778724,28-Aug-20,Indiana,Indianapolis,3200 block of N Drexel Ave,1,0,N/A
1777290,26-Aug-20,Michigan,Grand Rapids,N/A,1,0,N/A
1783877,24-Aug-20,California,Anza,Bautista Canyon Rd and Old Cary Rd,1,0,N/A
1774108,24-Aug-20,Pennsylvania,Pittsburgh,100 block of Rhine Pl,1,0,N/A
1773462,23-Aug-20,New York,Nyack,100 Nyack Plaza,1,0,N/A
1773671,23-Aug-20,Kentucky,Lexington,Centre Pkwy,1,0,N/A
1775472,22-Aug-20,Alaska,Shishmaref,N/A,1,0,N/A
1772339,22-Aug-20,Florida,Hollywood,2600 Block of Fletcher Ct,2,0,N/A
1772364,22-Aug-20,Florida,Indian Rocks Beach,1214 Bay Pines Blvd,1,0,N/A
1771427,21-Aug-20,Florida,Tallahassee,1412 Alabama St,1,2,N/A
1772221,21-Aug-20,New Jersey,Trenton,100 block of Hampton Ave,1,0,N/A
1817395,19-Aug-20,Colorado,Aurora,16200 block of E 17th Ave,1,0,N/A
1768031,18-Aug-20,North Carolina,Charlotte,7901 Nations Ford Rd,1,1,N/A
1768607,18-Aug-20,Georgia,Thomson,300 block of Thomas Ave,1,0,N/A
1767974,18-Aug-20,Wisconsin,Milwaukee,700 block of S 31st St,1,0,N/A
1768711,17-Aug-20,Maine,New Sharon,Industry Rd,1,0,N/A
1765758,16-Aug-20,Indiana,South Bend,1100 block of Rose St,1,0,N/A
1765376,15-Aug-20,Texas,San Antonio,535 S Acme Rd,1,0,N/A
1765851,15-Aug-20,North Carolina,Charlotte,5350 Reagan Dr,1,0,N/A
1763742,13-Aug-20,Missouri,Saint Louis (Northwoods),3800 block of Melba Pl,1,0,N/A
1763466,13-Aug-20,Minnesota,Minneapolis (Brooklyn Park),5805 73rd Ave N,1,0,N/A
1763717,13-Aug-20,Alabama,Gadsden,Hillyer Ave,1,0,N/A
1763278,12-Aug-20,Virginia,Virginia Beach,6308 Blakely Square,1,0,N/A
1762990,12-Aug-20,Ohio,Columbus,332  N Monroe Ave,1,0,N/A
1763392,12-Aug-20,Florida,Orlando,3024 S Rio Grande Ave,1,0,N/A
1761889,11-Aug-20,Texas,Universal City,200 Palisades Dr,1,0,N/A
1762019,11-Aug-20,Iowa,Ottumwa,700 block of Edwards Dr,1,0,N/A
1762413,11-Aug-20,Florida,Hollywood (Miramar),4076 SW 69th Ave,1,0,N/A
1761693,10-Aug-20,North Carolina,Winston Salem (Winston-salem),2600 block of N Claremont Ave,1,0,N/A
1760214,9-Aug-20,Mississippi,Biloxi,270 Covenant Square Dr,1,0,N/A
1760178,9-Aug-20,Missouri,Kansas City,6800 Zoo Dr,1,0,N/A
1760945,9-Aug-20,Alabama,Grove Hill,100 block of S Church St,1,0,N/A
1760195,9-Aug-20,Texas,Longview,200 block of Whatley Rd,1,0,N/A
1759908,9-Aug-20,New York,Brooklyn,341 Rochester Ave,1,0,N/A
1760345,9-Aug-20,South Carolina,North Charleston,3300 block of Florida Ave,1,0,N/A
1758600,8-Aug-20,Ohio,Columbus,1800 block of Parsons Ave,1,0,N/A
1773283,8-Aug-20,New Mexico,Mora (Ledoux),NM-94,1,0,N/A
1760038,8-Aug-20,Texas,Houston,3360 Alice St,1,0,N/A
1758589,7-Aug-20,Ohio,Lorain,W 20th St and Garden Ave,1,0,N/A
1757373,6-Aug-20,Connecticut,New Haven,630 Howard Ave,1,0,N/A
1757366,6-Aug-20,Kansas,Kansas City,62nd St and Nebraska Ave,1,0,N/A
1756688,5-Aug-20,Kansas,Topeka,1190 SW Gage Blvd,1,0,N/A
1755718,4-Aug-20,Michigan,Saginaw,3000 Birch Park Dr,1,0,N/A
1755748,4-Aug-20,California,Auburn,1000 block of Redhawk Ln,1,0,N/A
1955245,4-Aug-20,Texas,Livingston,N/A,1,0,N/A
1756742,4-Aug-20,Texas,Texas City,4th Ave N,1,0,N/A
1754120,3-Aug-20,Arkansas,Little Rock,600 Hardin Rd,1,0,N/A
1754650,3-Aug-20,Iowa,Ankeny,6703 SE Bellagio Dr,1,0,N/A
1754736,3-Aug-20,Missouri,Saint Louis,1400 block of Broadlawns Ln,1,0,N/A
1754272,2-Aug-20,New York,Schenectady,1116 6th Ave,1,0,N/A
1754391,2-Aug-20,Texas,Houston,5700 S Loop E Service Rd,1,1,N/A
1753306,1-Aug-20,Texas,San Angelo,212 Koberlin St,1,0,N/A
1755752,1-Aug-20,Florida,New Port Richey,N/A,1,0,N/A
1752497,1-Aug-20,Florida,Pensacola,600 block of N B St,1,0,N/A
1752659,1-Aug-20,Missouri,Warrensburg,Grover St and S Charles St,1,2,N/A
1752828,1-Aug-20,Pennsylvania,Philadelphia,200 block of Simpson St,1,0,N/A
1751653,31-Jul-20,Illinois,Chicago,1900 block of W Granville Ave,1,0,N/A
1752464,31-Jul-20,Maryland,Indian Head,100 block of Riverwatch Dr,1,0,N/A
1751677,31-Jul-20,Illinois,Chicago,900 block of N Cambridge Ave,1,0,N/A
1752449,31-Jul-20,Maryland,Columbia,6600 block of Dovecote Dr,1,0,N/A
1750109,29-Jul-20,Indiana,Hammond,3300 block of Craig Dr,1,0,N/A
1748936,28-Jul-20,Tennessee,Memphis,4200 block of Arrow Rd,1,0,N/A
1748401,28-Jul-20,Georgia,Atlanta,3310 W Manor Ln SW,1,0,N/A
1754541,28-Jul-20,Hawaii,Kihei,2201 Piilani Hwy,1,0,N/A
1747443,27-Jul-20,Arizona,Tucson,25 W Calle Concordia,1,0,N/A
1747425,26-Jul-20,Tennessee,Nashville,500 block of Charles E Davis Blvd,1,0,N/A
1748086,26-Jul-20,Ohio,Grand Rapids,17000 block of Wapakoneta Rd,1,0,N/A
1746886,26-Jul-20,California,Los Angeles,Hollywood Blvd and N Highland Ave,1,1,N/A
1746495,25-Jul-20,Florida,Largo,71000 Ulmerton Rd,1,0,N/A
1746308,25-Jul-20,South Carolina,Graniteville,Gentle Bend Ct,1,0,N/A
1745717,25-Jul-20,New York,Corona (Queens),21-16 40th Ave,1,0,N/A
1745464,24-Jul-20,Wisconsin,Saint Francis,E Lunham Ave and S Kirkwood Ave,1,0,N/A
1750067,24-Jul-20,Wisconsin,Cudahy,3700 block of E Lunham Ave,1,0,N/A
1744092,23-Jul-20,Nebraska,Lincoln,A St and S 23rd St,1,0,N/A
1742859,22-Jul-20,Michigan,Warren,21516 Dequindre Rd,1,0,N/A
1743207,22-Jul-20,South Carolina,Columbia,80 Brighton Hill Rd,1,0,N/A
1742896,22-Jul-20,Utah,Sandy,212 W Eastgate Dr,1,0,N/A
1742862,22-Jul-20,Colorado,Fountain,6800 block of Kasson Dr,1,0,N/A
1742026,21-Jul-20,Wisconsin,Milwaukee,6600 block of N 105th St,1,0,N/A
1743086,21-Jul-20,Texas,Longview,1500 block of W Fairmont St,1,0,N/A
1742213,21-Jul-20,Illinois,Chicago,7100 block of S King Dr,1,0,N/A
1740578,20-Jul-20,Texas,Arlington,4100 block of Maple Springs Dr,1,1,N/A
1739774,19-Jul-20,Texas,Austin,500 W Canyon Ridge Dr,1,0,N/A
1740287,19-Jul-20,Georgia,Lagrange,100 block of Meadowland Trail,1,0,N/A
1762731,19-Jul-20,Nevada,North Las Vegas,N/A,1,0,N/A
1740188,19-Jul-20,Florida,Delray Beach,300 Block of SW 10th Ave,1,0,N/A
1797403,19-Jul-20,Nevada,North Las Vegas,N/A,1,0,N/A
1738740,18-Jul-20,South Carolina,North Charleston,4755 Saul White Blvd,1,4,N/A
1741056,18-Jul-20,North Carolina,High Point,600 block of Scientific St,1,0,N/A
1739313,18-Jul-20,Louisiana,Baton Rouge,5800 block of W Rio Dr,1,0,N/A
1737194,16-Jul-20,Colorado,Commerce City,7800 block of Jasmine Dr,1,0,N/A
1737445,16-Jul-20,Texas,San Antonio,11000 block of Lands Pond,1,0,N/A
1739047,15-Jul-20,Florida,Pompano Beach,560 W Sample Rd,1,0,N/A
1736410,15-Jul-20,Alabama,Birmingham,1400 block of 24th St N,1,0,N/A
1736040,15-Jul-20,Missouri,Saint Louis,5000 block of S Broadway,1,0,N/A
1735515,14-Jul-20,Georgia,Rochelle,151 C Alley Ave,1,0,N/A
1735198,14-Jul-20,Virginia,Richmond,8300 block of Hull Street Rd,1,0,N/A
1734950,13-Jul-20,Colorado,Aurora,15400 E Evans Ave,1,0,N/A
1733402,13-Jul-20,North Carolina,Winston Salem (Winston-salem),1800 block of Gray Ave,1,0,N/A
1734128,13-Jul-20,Washington,Bothell,9900 block of NE 180th St,1,1,N/A
1733173,13-Jul-20,Oklahoma,Oklahoma City (Del City),SE 44th St and S Bryant Ave,1,0,N/A
1734779,12-Jul-20,Illinois,Tilton,1525 Georgetown Rd,1,0,N/A
1731769,11-Jul-20,Kentucky,Louisville,2000 block of S 28th St,1,0,N/A
1731916,11-Jul-20,Michigan,Detroit,11300 block of Cheyenne St,1,0,N/A
1733626,11-Jul-20,Tennessee,Bristol,Meadow View Rd,1,0,N/A
1731989,10-Jul-20,Ohio,Dayton,100 block of Gunckel Ave,1,1,N/A
1730863,9-Jul-20,Utah,Saint George,600 N and 2450 E,1,0,N/A
1737797,8-Jul-20,New Mexico,Roswell,N/A,1,0,N/A
1730696,8-Jul-20,Texas,Houston,1620 Enclave Pkwy,1,0,N/A
1727368,6-Jul-20,Texas,Fort Worth (Everman),1725 Everman Pkwy,1,0,N/A
1727313,6-Jul-20,Michigan,Flint,1700 block of Dort Hwy,1,0,N/A
1728196,6-Jul-20,Mississippi,Jackson,Dr Robert Smith Sr Pkwy,1,0,N/A
1725457,5-Jul-20,New York,Schenectady,Albany St and Hamlin St,1,0,N/A
1725904,5-Jul-20,Pennsylvania,Philadelphia,4600 block of Kendrick St,1,0,N/A
1726663,5-Jul-20,Georgia,Atlanta,1192 Pryor Rd,1,2,N/A
1726758,5-Jul-20,Indiana,Evansville,1100 block of Powell Ave,1,0,N/A
1724885,4-Jul-20,Louisiana,Baton Rouge,600 block of N Fuller Pl,1,0,N/A
1728179,4-Jul-20,Washington,Camano Island,Finney Cumberland Rd,1,0,N/A
1725791,4-Jul-20,North Carolina,Durham,500 block of Burlington Ave,1,0,N/A
1725006,4-Jul-20,District of Columbia,Washington,1400 block of Cedar St SE,1,0,N/A
1724737,4-Jul-20,Illinois,Chicago,152 N Latrobe Ave,1,1,N/A
1725743,4-Jul-20,California,San Francisco,1200 block of Ingalls St,1,1,N/A
1725050,4-Jul-20,Nebraska,Lincoln,2701 S 40th St,1,0,N/A
1724597,4-Jul-20,Texas,Pharr,102 Every Way,1,0,N/A
1723897,3-Jul-20,Alabama,Birmingham (Hoover),2000 Riverchase Galleria,1,3,N/A
1723513,2-Jul-20,Tennessee,Hendersonville,3199 Long Hollow Pike,1,0,N/A
1722608,2-Jul-20,Florida,Fort Lauderdale,1500 block of NW Second Ave,1,0,N/A
1721676,1-Jul-20,Minnesota,Saint Paul,1537 University Ave W,1,0,N/A
1722444,1-Jul-20,Illinois,Chicago,10609 S Oglesby Ave,1,0,N/A
1722620,1-Jul-20,Georgia,Macon,180 Hidden Lakes Ct,1,0,N/A
1721372,30-Jun-20,West Virginia,Elkview,Deer Run Rd,1,0,N/A
1721720,30-Jun-20,Florida,Palm Bay,Washington St,1,0,N/A
1719922,29-Jun-20,Virginia,Chesterfield,17300 block of Genito Rd,1,0,N/A
1719521,28-Jun-20,Texas,Fort Worth,1400 N Main St,1,0,N/A
1719070,27-Jun-20,Florida,Ormond Beach,1869 Fairland Rd,1,0,N/A
1718981,27-Jun-20,Illinois,Chicago,3500 block of W Dickens Ave,1,0,N/A
1719224,27-Jun-20,Alabama,Tuscaloosa,3rd St E and 24th Ave E,1,2,N/A
1718444,26-Jun-20,Missouri,Saint Louis (Berkeley),Jefferson Ave and Airport Rd,1,0,N/A
1718645,26-Jun-20,West Virginia,Cottageville,N/A,1,1,N/A
1719472,26-Jun-20,Ohio,Springboro,30 block of Royal Dr,1,0,N/A
1717210,25-Jun-20,Georgia,Atlanta,Meadow Park Dr,1,0,N/A
1716772,24-Jun-20,Florida,Tallahassee,Pullen Rd,1,0,N/A
1716187,24-Jun-20,Ohio,Canton,1000 block of 5th st SW,1,0,N/A
1715227,23-Jun-20,North Carolina,Durham,2600 block of Holloway St,1,0,N/A
1715578,23-Jun-20,Iowa,Des Moines,1225 Prospect Rd,1,0,N/A
1712670,21-Jun-20,Arizona,Phoenix,1737 W Desert Cove Ave,1,0,N/A
1713690,21-Jun-20,Ohio,Columbus,793 Canonby Pl,1,1,N/A
1712143,20-Jun-20,Ohio,Lima,1200 block of Virginia Ave,1,0,N/A
1711008,20-Jun-20,New York,New York (Manhattan),635 E 12th St,1,0,N/A
1711272,20-Jun-20,Michigan,Saginaw,Livingston Dr and Tausend St,1,3,N/A
1710081,19-Jun-20,Iowa,Kalona,N/A,1,0,N/A
1709255,18-Jun-20,Mississippi,Jackson,2010 Chadwick Dr,1,0,N/A
1709730,18-Jun-20,Florida,Palm Harbor,3364 Brian Rd S,1,0,N/A
1708789,18-Jun-20,Indiana,South Bend,626 Leland Ave,1,0,N/A
1711149,18-Jun-20,Texas,El Paso,700 block of Ascension Rd,1,0,N/A
1708771,17-Jun-20,Georgia,Atlanta,2600 block of Fox Hall Ln S,1,0,N/A
1710590,17-Jun-20,Mississippi,Guntown,444 Birmingham Ridge Rd,1,0,N/A
1708053,16-Jun-20,Michigan,Detroit,12800 block of Mettetal St,1,0,N/A
1706703,16-Jun-20,Indiana,Munster,901 Macarthur Blvd,2,0,N/A
1709551,16-Jun-20,Minnesota,Thief River Falls,N/A,1,0,N/A
